खोखा ने गली में क्या खेलते देखा?,क्रिकेट,फुटबॉल,लट्टू,खो-खो,c
लड़ाई के बाद काशू ने क्या किया?,अपनी गलती मानी,रोता हुआ भाग निकला,मदन से माफी माँगी,पुलिस को बुलाया,b
मदन ने घर में क्या किया जब वह भूखा महसूस किया?,खाना बनाया,बाहर गया,धीरे-धीरे घर में घुसा,माता से मदद मांगी,c
मदन ने रसोईघर में क्या किया?,खाना पकाया,भर-पेट खाना खाया,अपने दोस्तों से मिला,अपनी माँ से बात की,b
मदन ने बातचीत सुनते समय क्या महसूस किया?,खुशी,गुस्सा,ताज्जुब,उदासी,c
मदन ने सोने के लिए कहाँ जाने की कोशिश की?,अपने कमरे में,बरामदे में रखी चारपाई की तरफ,सोफे पर,बगीचे में,b
मदन का पैर किससे टकरा गया?,मेज से,लोटे से,दरवाजे से,कुर्सी से,b
गिरधर ने मदन को क्या किया?,उसे डांटा,उसे मारने की कोशिश की,उसे उठाया और प्यार किया,उसे बाहर भेजा,c
मदन को गिरधर ने कितने दाँत तोड़ने पर फटकारा?,एक,दो,तीन,चार,b
मदन ने गिरधर के प्यार के बारे में क्या महसूस किया?,खुश,दुखी,हैरान,नाराज़,c
सेन साहब की मोटरकार का रंग क्या है?,लाल,काला,सफेद,नीला,b
सेन साहब की कार की कीमत कितनी है?,सात हजार,साढ़े सात हजार,आठ हजार,छह हजार,b
सेन परिवार की लड़कियों का मुख्य उद्देश्य क्या है?,खेलना,सजना,तमीज़ और तहजीब,पढ़ाई करना,c
खोखा का क्या मतलब है?,एक कार,एक बच्चा,एक साधारण व्यक्ति,एक बगीचा,b
सेन साहब खोखा को किस क्षेत्र में ट्रेनिंग देना चाहते हैं?,डॉक्टर,इंजीनियर,शिक्षक,वकील,b
खोखा की उम्र कितनी है?,दो साल,तीन साल,चार साल,पाँच साल,d
सेन साहब के मित्रों के साथ बातचीत में किस विषय पर चर्चा हुई?,शादी,बच्चों का भविष्य,राजनीति,व्यापार,b
सेन साहब ने खोखा को इंजीनियर बनाने के लिए क्या कदम उठाए?,उसे स्कूल में दाखिल किया,कारखाने के बढ़ई मिस्त्री के साथ ठोंक-पीट कराना,उसे निजी ट्यूटर लगाना,उसे खेलकूद में भाग लेने देना,b
किस बात को लेकर सेन साहब के ड्राइवर और एक औरत के बीच बहस हुई?,कार की कीमत,बच्चे का खेलना,गाड़ी की सफाई,कपड़े,b
मदन की माँ ने क्यों शोफर से उलझना शुरू किया?,शोफर ने कार को गंदा किया,मदन बार-बार शोफर की ओर झपट रहा था,शोफर ने मदन को धक्का दिया था,शोफर ने मदन की मां को अपमानित किया,c
सेन साहब ने गिरधरलाल से क्या कहा?,उसे कार चलाने से मना किया,मदन को ले जाने का आदेश दिया,उसे नौकरी से निकालने को कहा,मदन को सँभालने की कोशिश करने को कहा,d
खोखा को किस प्रकार की ट्रेनिंग दी जा रही थी?,खेलकूद,इंजीनियरिंग,संगीत,कला,b
मोटर के पीछे किस प्रकार की आवाज आई?,खटखट,चीख,हंसने,रोने,a
कहानी में 'मेम साहब' किसे संदर्भित करती हैं?,सेन साहब की पत्नी,एक पड़ोसी महिला,खोखा की माँ,मिसेज सेन की दोस्त,a
सेन साहब ने किसे बुलाने का आदेश दिया?,अपने दोस्त को,अपने ड्राइवर को,गिरधरलाल को,खोखा को,c
सेन साहब ने कार के टायर में क्या पाया?,हवा,पंक्चर,गंदगी,पानी,b
सेन साहब ने किसकी हरकतों को देखकर इंजीनियरिंग में खोखा की रुचि समझी?,मेम साहब,ड्राइवर,अपने दोस्तों,खुद खोखा,d
सेन साहब ने ड्राइवर से क्या करने को कहा?,कार साफ करने को,चक्कों की हवा भरने को,बच्चे को समझाने को,गाड़ी धोने को,b
खोखा की किस तरह की शिक्षा थी?,सामान्य शिक्षा,खेलकूद शिक्षा,विशेष शिक्षा,धार्मिक शिक्षा,c
सेन साहब ने किसकी चर्चा करते हुए कहा कि "इंजीनियरिंग में उसकी दिलचस्पी है"?,अपनी पत्नी,खोखा,अपने मित्र,अपने ड्राइवर,b
बरसाती शब्द का अर्थ क्या है?,छत,पोर्टिको,काठ,दरवाजा,b
वाकिफ का सही अर्थ क्या है?,अनजान,परिचित,गरीब,ताकतवर,b
नाज का अर्थ क्या है?,उदासी,शर्म,गर्व गुमान,प्रेम,c
तहजीब शब्द का मतलब क्या है?,लम्बा,सभ्यता,चतुर,कठिन,b
शोफर का सही अर्थ क्या है?,गायक,शिक्षक,ड्राइवर,किसान,c
'खेल' शब्द का लिंग क्या है?,पुल्लिंग,स्त्रीलिंग,सर्वनाम,विशेषण,a
'खाना खाना' में कौन सी क्रिया है?,सकर्मक,अकर्मक,प्रेरणार्थक,अन्यार्थक,a
समास किसे कहते हैं?,शब्दों का मेल,वाक्य का विभाजन,शब्दों की पुनरावृत्ति,विलोम,a 
'आकाश में तारे हैं' में कौन सी क्रिया है?,सहायक क्रिया,मुख्य क्रिया,वर्तमान काल,भूतकाल,a 
उपसर्ग किसे कहते हैं?,जो शब्द के अंत में आता है,जो शब्द के बीच में आता है,जो शब्द के प्रारंभ में आता है,जो शब्द के अंत में जुड़ता है,c
