विक्टर इमैनुएल कैसी विचारधारा का था ?,समाजवादी,सामंती,राष्ट्रवादी, उदारवादी,c
काउंट कावूर को प्रधानमंत्री किसने नियुक्त किया ?,गारीबाल्डी,चार्ल्स एल्बर्ट,विक्टर इमैनुएल,मेटरनिख,c
इटली के एकीकरण में कावूर सबसे बड़ी बाधा किसे मानते थे ?,फ्रांस,ऑस्ट्रिया,स्पेन,ब्रिटेन,b
क्रीमिया-युद्ध कब हुआ था ?,1851-52,1855-56,1857-58,1853-54,d
नीस एवं सेवाय नामक रियासतें कावूर ने किसे दे दी ?,फ्रांस,ऑस्ट्रिया,जर्मनी,ब्रिटेन,a
"कावूर ने किस शासक से संधि की, जिसके तहत फ्रांस ने ऑस्ट्रिया के खिलाफ पिडमाउंट को सैन्य समर्थन देने का वादा किया ?",नेपोलियन III,लुई XVIII,चार्ल्स X,विक्टर इमैनुए,a
कुछ लोग कावूर की आलोचना क्यों करते हैं ?,ऑस्ट्रिया से संधि के लिए,गारीबाल्डी के खिलाफ होने के लिए,समाजवादी विचारों को समर्थन देने के लिए,नीस और सेवाय फ्रांस को दे देने के लिए,d
1859-60 के युद्ध में ऑस्ट्रिया के किसी बड़े राज्य पर अमाउंट का कब्जा हो गया ?,लोम्बार्डी,वेनिस,ओडेसा,रोम,a
"कब तक दक्षिणी इटली, रोम तथा वेनेशिया को छोड़कर बाकी रियासतों का विलय इटली में हो गया था ?",1859,1861,1865,1870,b
गैरीबाल्डी पेशे से क्या था ?,सैनिक,लेखक,नाविक,किसान,c
सिसली तथा नेपल्स पर किसने आक्रमण किया ?,गैरीबाल्डी,कावूर,नेपोलियन III,विक्टर इमैनुएल,a
गैरीबाल्डी ने रोम पर आक्रमण की योजना कब बनाई ?,1859,1861,1862,1865,c
कावूर की मृत्यु कब हो गई ?,1861,1862,1863,1865,b
1870-71 ईस्वी में फ्रांस का किससे युद्ध हुआ ?,ऑस्ट्रिया,रूस,ब्रिटेन,प्रशा,d
इटली का रोम सहित एकीकरण कब हुआ ?,1861,1871,1873,1862,b
पोप ने खुद को कहां छिपा लिया ?,वेटिकन सिटी,लोम्बार्डी,रोम,मिलान,a
जर्मनी मध्यकाल में किसके नेतृत्व में संगठित होकर लंबे समय तक सुदृद्ध अवस्था में रहा ?,शार्लमा,रोमन सम्राट,कार्ल की गद्दी,फ्रैंकिश साम्राज्य,a
विखंडित जर्मनी में लगभग कितने छोटे-बड़े राज्य थे ?,200,300,120,39,b
जर्मन एकीकरण की पृष्ठभूमि का श्रेय किसे जाता है ?,नेपोलियन बोनापार्ट,शार्लमेन,बिस्मार्क,कावूर,a
किसने 1806 ईस्वी में जर्मन प्रदेशों को जीतकर 'राईन राज्य संघ' का निर्माण किया ?,विक्टर इमैनुएल,नेपोलियन III,गैरीबाल्डी,नेपोलियन बोनापार्ट,d
प्रशा का चांसलर  बिस्मार्क इनमें से किसके विचारों से काफी प्रभावित था ?,हीगेल,मार्क्स,मेजिनी,शार्लमा,a
विलियम ने जर्मनी के एकीकरण को ध्यान में रखकर किस महान कूटनीतिज्ञ को अपना चांसलर नियुक्त किया ?,गीजो,ओटो वॉन बिस्मार्क,कावूर,पोलिग्नेक,b
अंडर्ट ने किस तरह से लोगों में देशभक्ति जागृत की ?,कविता से,भाषण  से,सैन्य बल से,नाटकों से,a
शिक्षकों एवं विद्यार्थियों ने जर्मनी के एकीकरण के उद्देश्य से किस सभा की स्थापना की ?,जर्मन संघ,बिस्मार्क सभा,ब्रूशेन शेफ्ट,यंग इटली,c
वाइमर राज्य का येना विश्वविद्यालय राष्ट्रीय आंदोलन का क्या था ?,केंद्र,खुफिया क्षेत्र,शाखा,शुरुआती स्थल,a
जर्मनी के राष्ट्रीय आंदोलन को कुचलने के लिए मेटरनिख ने कौन-सा दमनकारी कानून जारी किया ?,फ्रैंकफर्ट संविधान,बिस्मार्क कानून,कार्ल्सवाद के आदेश,स्वर्णिम मध्यमवर्गीय नीति,c
प्रशा के नेतृत्व में 1834 ईस्वी में जालवेरिन नामक आर्थिक संघ की स्थापना किसने की ?,उद्योगपतियों ने,जर्मन व्यापारियों ने,स्थानीय शासकों ने,राष्ट्रवादियों ने,b
मार्च 1848 को जर्मन राष्ट्रवादियों ने पुराने संसद की सभा को कहाँ बुलाया ?,फ्रैंकफर्ट,बर्लिन,नीस,वेनेशिया,a
मार्च 1848 फ्रैंकफर्ट में लिए गए निर्णय के अनुसार जर्मन राष्ट्र का नेतृत्व कौन करेगा ?,लुई 18,विलियम I,फ्रेडरिक विलियम,चार्ल्स X,c
फ्रेडरिक विलियम कहाँ का शासक था ?,ऑस्ट्रिया,बवेरिया,सैक्सनी,प्रशा,d
रक्त और लौह की नीति का अवलम्बन किसने किया?,ओटो वॉन बिस्मार्क, जूलियस सीजर, काउंट कावूर, फ्रेडरिक विलियम IV,a
बिस्मार्क ने ऑस्ट्रिया के साथ मिलकर 1864 ईस्वी में शेल्सविग और होल्स्टीन राज्यों के मुद्दे को लेकर किसपर आक्रमण कर दिया ?,स्वीडन,फ्रांस, नीदरलैंड्स,डेनमार्क,d
डेनमार्क से जीतने के बाद शेल्सविग किसके अधीन हो गया ?,ऑस्ट्रिया,प्रशा,फ्रांस,रूस,b
ऑस्ट्रिया ने 1866 ईस्वी में प्रशा के खिलाफ कहाँ युद्ध की घोषणा कर दी ?,बर्लिन,वियना,सेडोवा,बुडापेस्ट,c
सेडॉन की लड़ाई में किसकी हार हुई ?,ऑस्ट्रिया,प्रशा,फ्रांस,इंग्लैंड,c
19 जून 1870 को फ्रांस ने किसके खिलाफ युद्ध की घोषणा कर दी ?,ऑस्ट्रिया,इंग्लैंड,प्रशा,रूस,c
फ्रैंकफर्ट की संधि कब हुई ?,10 मई 1871,5 अप्रैल 1871,1 जनवरी 1872,15 मार्च 1870,a
जर्मनी का एकीकरण कब संपन्न हुआ ?,1870,1871,1878,1875,b
बाल्कन क्षेत्र में राष्ट्रवाद के प्रसार ने स्लाव जाति को संगठित कर किस देश को जन्म दिया ?,सर्बिया,क्रोएशिया,बुल्गारिया,बोस्निया,a
किसको पाश्चात्य का मुख्य स्रोत माना जाता है ?,रोम,इजिप्ट,इटली,यूनान,d
रूस और यूनान के लोग किस चर्च को मानते थे ?,रोमन कैथोलिक,प्रोटेस्टेंट,एसीलियन,ग्रीक ऑर्थोडॉक्स,d
यूनानियों ने तुर्की से स्वयं को अलग करने के लिए किस संस्था की स्थापना की ?,यंग ग्रीक पार्टी,ब्रोदरहुड सोसाइटी,ब्रूशेन शेफ्ट,हितेरिया फिलाइक,d
हितेरिया फिलाइक नामक संस्था की स्थापना किस स्थान पर हुई ?,एथेंस,ओडेसा,कॉन्स्टेंटिनोपल,बुखारेस्ट,b
लॉर्ड बायरन क्या था ?,कवि,दार्शनिक,राजा,कूटनीतिज्ञ,a
अलेक्जेंडर चिपसिलांटी के नेतृत्व में यूनान में विद्रोह कब शुरू हो गया ?,1820,1821,1822,1823,b
किस रूसी शासक ने यूनानियों का खुलकर समर्थन किया ?,जार निकोलस,पीटर द ग्रेट,अलेक्ज़ेंडर I,फ्रेडरिक विलियम IV,a
नावारिनो की खाड़ी में किन तीन देशों की सेना तुर्की के खिलाफ एकत्र हुई ?,ब्रिटेन-फ्रांस-रूस, रूस-प्रशा-फ्रांस, ब्रिटेन-जर्मनी-रूस, फ्रांस-यूनान-रूस,a
एड्रियानोपल की संधि कब हुई ?,1825, 1827, 1829, 1830,c
यूनान को एक स्वतंत्र राष्ट्र कब घोषित किया गया ?,1828, 1829, 1830, 1832,d
बवेरियो का शासक 'ओटो' कहाँ का शासक घोषित किया गया ?,यूनान, सर्बिया, रोमानिया, अल्बानिया,a
कोसूथ और फ्रांसिस डिक नामक क्रांतिकारी किस देश के राष्ट्रीय आंदोलनकारी थे ?,पोलैंड, फ्रांस,ऑस्ट्रिया,हंगरी,d
वर्गहीन समाज के विचार किसके थे ?,मार्क्स,फ्रांसिस डिक,हीगेल,कोसूथ,d
ऑस्ट्रिया ने कब हंगरी की स्वतंत्रता मंत्रिपरिषद की मांग स्वीकार कर ली ?,1846,1848, 1850,1852,b
बोहेमिया की बहुसंख्यक कोन थी ?,ऑस्ट्रियन,बोहेमियन,चेक,स्लाव,c
राष्ट्रवादी प्रवृत्तियों का नकारात्मक पक्ष 19वीं शताब्दी के अंतिम उत्तरार्द्ध तक किस रूप में उभर कर सामने आया ?,विश्व युद्ध,संकीर्ण राष्ट्रवाद,उदारवाद,पूंजीवाद,b
1789 की फ्रांसीसी क्रांति से कौन सा भारतीय शासक काफी प्रभावित था ?,राजा राम मोहन राय,महावीर सिंह,शिवाजी,टीपू सुलतान,d
जैकोबिन क्लब की स्थापना किसने करवाई ?,शिवाजी,राजा राम मोहन राय,टीपू सुलतान,लुई XVI,c
नेपल्स की क्रांति कब हुई ?,1821,1830,1848,1799,a
स्पेनिश स्वतंत्रता आंदोलन सफल कब हुआ ?,1820,1810,1825,1823,d
