तारापुर परमाणु विद्युत गृह किस राज्य में स्थित है ?,महाराष्ट्र,तमिलनाडु,गुजरात,उत्तर प्रदेश,a
राणाप्रताप सागर परमाणु विद्युत गृह किस राज्य में स्थित है ?,उत्तर प्रदेश,बिहार,मध्य प्रदेश,राजस्थान,d
कलपक्कम परमाणु विद्युत गृह किस राज्य में स्थित है ?,कर्नाटका,उत्तर प्रदेश,तमिलनाडु,महाराष्ट्र,c
नरौरा परमाणु विद्युत गृह कहाँ स्थित है ?,कलपक्कम,पटियाला,बुलंदशहर,बिहार,c
ककरापारा परमाणु विद्युत गृह किस राज्य में स्थित है ?,महाराष्ट्र,उत्तर प्रदेश,राजस्थान,गुजरात,d
कैगा परमाणु विद्युत गृह किस राज्य में स्थित है ?,कर्नाटका,महाराष्ट्र,उत्तर प्रदेश,तमिलनाडु,a
कुडनकूलम परमाणु विद्युत गृह किस राज्य में बन रहा है ?,उत्तर प्रदेश,बिहार,तमिलनाडु,आंध्र प्रदेश,c
परमाणु विद्युत गृह में ऊर्जा उत्पादन किस प्रक्रिया से होता है ?,प्रकाश के अपवर्तन,परमाणु विखंडन,संलयन,जलवायु परिवर्तन,b
जल विद्युत उत्पादन के लिए कौनसी शर्तें अनुकूल हैं ?,जल का तापमान,बर्फबारी,उच्च वायुदाब,ढाल और जल का तीव्र वेग,d
जल विद्युत संयंत्रों का प्रमुख लाभ क्या है ?,प्रदूषण रहित,तेज़ उत्पादन,सस्ता ऊर्जा स्रोत,सभी उपर्युक्त,a
भारत में जल विद्युत का कुल उत्पादन 2003-04 में कितने बिलियन यूनिट था ?,467,64,100,548,b
गैर-पारम्परिक शक्ति के स्त्रोतों में से कौन सा स्त्रोत प्रदूषण मुक्त होता है ?,सौर ऊर्जा,पवन ऊर्जा,ज्वारीय,उपरोक्त सभी,d
सौर ऊर्जा का उत्पादन किस प्रक्रिया से होता है ?,सूर्य के फटने से,विपाश्ति सूर्य की किरणों से,पवन की गति से,भूगर्भीय ताप से,b
भारत के किस भाग में सौर ऊर्जा की अधिक संभावनाएँ हैं ?,उत्तर भारत,पश्चिमी भारत,दक्षिण भारत,पूर्वी भारत,b
"भारत के किस राज्य में लाम्बा का पवन ऊर्जा संयंत्र है, जो की एशिया का सबसे बड़ा संयंत्र है ?",तमिलनाडु,उत्तर प्रदेश,महाराष्ट्र,गुजरात,d
भरत में पवन ऊर्जा उत्पादन की योजना के अनुसार कितने वायु चालित टरबाइनों को स्थापित किया जाएगा ?,300,500,1000,200,a
भारत में पवन ऊर्जा की संभावित उत्पादन क्षमता कितनी है ?,10000 मेगावाट,20000 मेगावाट,50000 मेगावाट,70000 मेगावाट,c
ज्वारीय एवं तरंग ऊर्जा में ऊर्जा का मुख्य स्रोत क्या है ?,पवन की गति,समुद्र का जल,सौर किरणें,भूगर्भीय ताप,b
भारत के किस क्षेत्र में ज्वारीय और तरंग ऊर्जा की सबसे अधिक संभावनाएं हैं ?,कच्छ की खाड़ी,सुंदरवन,खम्भात की खाड़ी,कोलकाता,c
भूतापीय ऊर्जा किस स्रोत से प्राप्त की जाती है ?,पृथ्वी के अंदर के ताप से,पवन की गति से,सूर्य की किरणों से,जल से,a
बायो गैस का स्रोत क्या है ?,कोयला,गोबर,भूतापीय ताप,पवन,b
जैव ऊर्जा किस प्रकार की ऊर्जा है ?,जैविक पदार्थों से प्राप्त,कोयला से प्राप्त,सौर ऊर्जा से प्राप्त,भूगर्भीय ताप से प्राप्त,a
भारत के किस शहर में कचरे को ऊर्जा में बदलने का परियोजना शुरू की गई है ?,दिल्ली,मुंबई,कोलकाता,चेन्नई,a
सतत् नवीकरणीय ऊर्जा स्त्रोत में कौन सा शामिल नहीं है ?,जैव ऊर्जा,पवन ऊर्जा,सौर ऊर्जा,कोयला,d
