झारखंड में तांबे का सबसे बड़ा उत्पादक जिला कौन सा है?,हजारीबाग,लोहरदगा,सिंहभूम,पलामू,c
भारत में बॉक्साइट उत्पादन का दूसरा सबसे बड़ा राज्य कौन सा है?,महाराष्ट्र,गुजरात,उड़ीसा,छत्तीसगढ़,b
तांबा किस प्रकार का खनिज है?,धात्विक,अलौह धातु,मिश्र धातु,कोई नहीं,b
1 टन इस्पात उत्पादन में कितना मैंगनीज उपयोग होता है?,5 किग्रा,10 किग्रा,15 किग्रा,20 किग्रा,b
भारत में तांबा खनन का कार्य कौन करता है?,हिंदुस्तान जिंक लिमिटेड,नाल्को,हिंदुस्तान कॉपर लिमिटेड,सेसा गोवा लिमिटेड,c
भारत में मैंगनीज की खदानें किस राज्य के सुन्दरगढ़ जिले में हैं?,कर्नाटक,उड़ीसा,झारखंड,महाराष्ट्र,b
मैंगनीज अयस्क का उपयोग मुख्यतः किस मिश्र धातु के निर्माण में होता है?,तांबा-जस्ता,इस्पात,एल्युमिनियम,सीसा-सोना,b
तांबे के उत्पादन में राजस्थान का प्रमुख क्षेत्र कौन सा है?,उदयपुर,जैसलमेर,खेतड़ी-सिंघाना,भरतपुर,c
भारत में बॉक्साइट का प्रमुख उत्पादक जिला झारखंड में कौन सा है?,छिंदवाड़ा,भरतपुर,लोहरदगा,सुन्दरगढ़,c
छत्तीसगढ़ में प्रमुख लौह अयस्क क्षेत्र कौन सा है?,दंतेवाड़ा,बस्तर,सिंहभूम,सतारा,a
बॉक्साइट से क्या प्राप्त होता है?,तांबा,एल्युमिनियम,जस्ता,लोहा,b
महाराष्ट्र में उच्च कोटि का मैंगनीज किस जिले में पाया जाता है?,रत्नागिरी,नागपुर,भंडारा,सतारा,a
भारत का कुल बॉक्साइट भंडार कितना है?,1460 मिलियन टन,2040 मिलियन टन,3037 मिलियन टन,4078 मिलियन टन,c
भारत का कुल तांबे भंडार कितना है?,100 करोड़ टन,300 करोड़ टन,40 करोड़ टन,125 करोड़ टन,d
भारत में लोह उत्पादन में कौन सा राज्य चौथा स्थान रखता है ?,राजस्थान,छत्तीसगढ़,गोवा,कर्नाटक,c
भारत किसमें आत्मनिर्भर हो सकता है ?,लोहा,एल्युमिनियम,तांबा,जस्ता,b
भारत के अभ्रक का मुख्य आयातक कौन है ?,जापान,चीन,संयुक्त राज्य अमेरिका,जर्मनी,c
अभ्रक का मुख्य उपयोग किस उद्योग में होता है ?,इस्पात उद्योग,इलेक्ट्रॉनिक्स उद्योग,उर्वरक उद्योग,कागज उद्योग,b
भारत में अभ्रक के कुल भण्डार का कितना प्रतिशत बिहार-झारखंड में है ?,70%,80%,60%,50%,b
चूना पत्थर का सर्वाधिक उपयोग किस उद्योग में होता है ?,लौह इस्पात,सीमेंट,उर्वरक,रसायन,b
भारत में चूना पत्थर का सर्वाधिक भण्डार किस राज्य में है ?,राजस्थान,मध्य प्रदेश,आंध्र प्रदेश,झारखंड,b
अभ्रक उत्पादन में देश का तीसरा स्थान किस राज्य का है ?,राजस्थान,कर्नाटक,महाराष्ट्र,आंध्र प्रदेश,a
खनिजों का संरक्षण क्यों आवश्यक है ?,ये पुनर्नवीकरणीय हैं,ये क्षयशील और सीमित संसाधन हैं,ये पर्यावरण को नुकसान नहीं पहुंचाते,ये महंगे नहीं हैं,b
खनिज संरक्षण का एक प्रमुख तरीका क्या है ?,खनिजों का तेज दोहन,सस्ते विकल्पों की खोज,खनिज निर्यात में वृद्धि,अनियंत्रित खनन,b
अभ्रक उत्पादन में आंध्र प्रदेश का कौन सा जिला प्रमुख है ?,विजयवाड़ा,नेल्लोर,विशाखापत्तनम,गुंटूर,b
चूना पत्थर का 4% उपयोग किस उद्योग में होता है ?,कागज,चीनी,उर्वरक,उपरोक्त सभी,d
खनिज संरक्षण के लिए खनिजों के अपशिष्ट पदार्थों का पुनः उपयोग क्या कहलाता है ?,खनन,प्रबंधन,अपघटन,दोहन,b
अभ्रक का उत्पादन राजस्थान में किस जिले में होता है ?,जयपुर,उदयपुर,भीलवाड़ा,उपरोक्त सभी,d
